"Time","C1_39.05nM","C2_78.12nM","C3_156.2nM","C4_312.5nM","C5_625nM","C6_1250nM","C7_2500nM","C8_5000nM"
170.64,0.617158,1.84958,4.08685,6.41751,16.5302,32.8574,55.3687,87.6281
170.74,0.617156,1.86166,4.09387,6.42728,16.547,32.884,55.403,87.6664
170.84,0.610505,1.84799,4.09894,6.43039,16.5501,32.8941,55.4374,87.6597
170.94,0.61209,1.85269,4.10052,6.44174,16.5646,32.9016,55.4518,87.6937
171.04,0.607391,1.85934,4.09583,6.44876,16.5732,32.9211,55.48,87.723
171.14,0.60739,1.85464,4.10089,6.45383,16.5782,32.9406,55.5026,87.7445
171.24,0.600373,1.84763,4.08685,6.43979,16.581,32.9551,55.5436,87.757
171.34,0.60739,1.84995,4.09387,6.45657,16.5978,32.9719,55.562,87.7933
171.44,0.602693,1.84293,4.09387,6.45187,16.5978,32.9816,55.61,87.8148
171.54,0.579255,1.84604,4.08411,6.4382,16.6107,32.9945,55.5471,87.857
171.64,0.588655,1.85233,4.08881,6.45425,16.6396,33.0137,55.5761888888889,87.8976
171.74,0.605438,1.85464,4.10559,6.45657,16.6583,33.0402,55.6052777777778,87.9484
171.84,0.605437,1.84995,4.11536,6.46634,16.6681,33.0617,55.6343666666667,87.9965
171.94,0.598786,1.84604,4.1087,6.46945,16.6712,33.0746,55.6634555555556,88.0386
172.04,0.603484,1.85074,4.1087,6.48392,16.6759,33.0891,55.6925444444444,88.0844
172.14,0.610137,1.85074,4.11145,6.49368,16.681,33.1055,55.7216333333333,88.1136
172.24,0.590607,1.85544,4.11615,6.48392,16.6786,33.1172,55.7507222222222,88.1594
172.34,0.592925,1.85464,4.11847,6.49094,16.6876,33.139,55.7798111111111,88.2007
172.44,0.581208,1.85269,4.12122,6.50034,16.6857,33.1469,55.8089,88.2445
172.54,0.574188,1.84799,4.12122,6.5054,16.6954,33.1594,55.6147,88.2836
172.64,0.569123,1.83591,4.12476,6.50034,16.6974,33.1758,55.489,88.3098
172.74,0.585906,1.85464,4.12707,6.51712,16.6974,33.1926,55.4788,88.3558
172.84,0.576141,1.84488,4.11261,6.51712,16.6974,33.1926,55.4647,88.4
172.94,0.576141,1.84488,4.11029,6.52689,16.7072,33.209,55.4315,88.4504
173.04,0.576141,1.85464,4.11731,6.53195,16.7169,33.2238,55.4296,88.4996
173.14,0.580842,1.85934,4.12708,6.54135,16.7283,33.2481,55.437,88.548
173.24,0.587859,1.86166,4.13684,6.54837,16.7501,33.2766,55.4815,88.6058
173.34,0.578095,1.84488,4.13684,6.54837,16.7501,33.2863,55.4831,88.6351
173.44,0.581207,1.84799,4.13995,6.56125,16.7747,33.309,55.4815,88.6695
173.54,0.585906,1.86246,4.15442,6.56595,16.7845,33.3332,55.4745,88.7133
173.64,0.585907,1.85934,4.16418,6.57571,16.7872,33.3578,55.4968,88.7543
173.74,0.582793,1.85464,4.16418,6.5726,16.7872,33.3723,55.5405,88.7933
173.84,0.566376,1.84293,4.14777,6.56595,16.7853,33.3801,55.5507,88.8324
173.94,0.571442,1.84293,4.15051,6.56595,16.7903,33.3996,55.5554,88.8617
174.04,0.569122,1.84292,4.1521,6.57571,16.7947,33.4258,55.5768,88.9172
174.14,0.569488,1.84604,4.14777,6.57883,16.8001,33.4359,55.585,88.9468
174.24,0.564423,1.84097,4.15247,6.57376,16.8048,33.4504,55.6011,88.9926
174.34,0.578887,1.84567,4.15716,6.58511,16.8165,33.4648,55.614,89.0363
174.44,0.576142,1.84293,4.15949,6.58469,16.8036,33.4785,55.6257,89.0746
174.54,0.579254,1.85269,4.15558,6.59054,16.8118,33.4867,55.6581,89.1265
174.64,0.583955,1.85269,4.172,6.60501,16.8165,33.516,55.6987,89.1691
174.74,0.583955,1.85739,4.1767,6.61948,16.8361,33.5352,55.7253,89.1984
174.84,0.583952,1.87418,4.19037,6.63156,16.8361,33.5586,55.7499,89.2465
174.94,0.583955,1.85971,4.1759,6.62454,16.8361,33.557,55.7546,89.2613
175.04,0.588653,1.86209,4.19037,6.62924,16.8408,33.5859,55.7788,89.2883
175.14,0.595673,1.87613,4.20715,6.64603,16.8544,33.6027,55.812,89.3265
175.24,0.592559,1.87613,4.21692,6.65268,16.8595,33.6144,55.8319,89.3656
175.34,0.581208,1.87924,4.21027,6.65109,16.8579,33.6176,55.8444,89.4
175.44,0.597625,1.88394,4.22473,6.65579,16.8673,33.6418,55.8905,89.4437
175.54,0.592561,1.87888,4.21967,6.65775,16.872,33.6336,55.9097,89.468
175.64,0.599577,1.89096,4.22198,6.6644,16.879,33.6555,55.9429,89.5258
175.74,0.594879,1.87418,4.21497,6.64993,16.8857,33.6605,55.9432,89.557
175.84,0.587861,1.87418,4.21497,6.64993,16.881,33.6652,55.9644,89.5961
175.94,0.590972,1.88901,4.21497,6.65811,16.8939,33.6781,55.9921,89.6285
176.04,0.605438,1.89371,4.22784,6.66556,16.9036,33.7023,56.0214,89.6742
176.14,0.593719,1.88199,4.22083,6.65384,16.8849,33.7101,56.0339,89.6984
176.24,0.590607,1.88199,4.23254,6.66049,16.8947,33.7297,56.0585,89.7347
176.34,0.590607,1.89139,4.23724,6.67026,16.9091,33.7656,56.0921,89.764
176.44,0.592926,1.90579,4.23645,6.68234,16.9185,33.7875,56.1065,89.8004
176.54,0.590607,1.89645,4.2392,6.67532,16.9189,33.7949,56.1265,89.8226
176.64,0.592925,1.90347,4.24152,6.67532,16.9423,33.8117,56.1597,89.8519
176.74,0.583956,1.89682,4.22785,6.67844,16.931,33.8148,56.1893,89.8863
176.84,0.605439,1.92575,4.24231,6.70462,16.9552,33.8508,56.2186,89.9301
176.94,0.615203,1.93747,4.25677,6.70932,16.9697,33.8652,56.2542,89.9805
177.04,0.615203,1.95425,4.26849,6.7261,16.972,33.8918,56.2811,90.0336
177.14,0.615202,1.95425,4.28528,6.7261,16.9814,33.9015,56.3132,90.0601
177.24,0.605438,1.94449,4.27551,6.71634,16.9767,33.9113,56.3347,90.0871
177.34,0.605439,1.95425,4.28528,6.7261,16.972,33.9113,56.369,90.1187
177.44,0.608551,1.95737,4.28369,6.7261,16.9798,33.9312,56.3932,90.1461
177.54,0.627715,1.96676,4.29584,6.74057,16.9892,33.9531,56.437,90.1945
177.64,0.621857,1.96402,4.29309,6.73782,17.006,33.9797,56.4589,90.2113
177.74,0.621858,1.96872,4.29468,6.76205,17.0204,34.0086,56.4878,90.252
177.84,0.628875,1.97885,4.30987,6.77884,17.0341,34.0441,56.5308,90.2777
177.94,0.62729,1.9769,4.30792,6.77725,17.0278,34.0668,56.5604,90.282
178.04,0.624969,1.99136,4.31262,6.77493,17.0255,34.0957,56.5897,90.3195
178.14,0.636322,1.99606,4.31732,6.79135,17.0302,34.1484,56.6155,90.3586
178.24,0.631989,1.99643,4.32745,6.79172,17.0501,34.1734,56.6163,90.3882
178.34,0.639801,2.00583,4.32904,6.79642,17.0665,34.1808,56.6432,90.4195
178.44,0.641388,2.0195,4.32123,6.80307,17.0798,34.1828,56.6566,90.4453
178.54,0.636689,2.0148,4.31964,6.80814,17.09,34.1613,56.6835,90.4769
178.64,0.649568,2.03079,4.32746,6.81125,17.1079,34.2004,56.6944,90.5191
178.74,0.668731,2.04489,4.33685,6.82065,17.1103,34.2363,56.723,90.5746
178.84,0.665985,2.04214,4.33411,6.83743,17.1173,34.2484,56.7253,90.6183
178.94,0.665985,2.04684,4.32904,6.8425,17.1337,34.2656,56.7421,90.6566
179.04,0.643342,2.05582,4.3216,6.84214,17.1341,34.2992,56.7417,90.6781
179.14,0.631989,2.05777,4.32904,6.85031,17.131,34.3086,56.739,90.6929
179.24,0.636689,2.0394,4.33606,6.89096,17.1212,34.3265,56.7518,90.7105
179.34,0.63083,2.048,4.35791,6.905,17.1118,34.3578,56.7753,90.7582
179.44,0.6445,2.06168,4.36108,6.91519,17.0935,34.3895,56.7808,90.7758
179.54,0.666348,2.09878,4.37823,6.93545,17.1263,34.4504,56.8057,90.7964
179.64,0.647244,2.13669,4.35363,6.94955,17.1619,34.4797,56.7741,90.8242
179.74,0.753867,2.15387,4.36339,6.96869,17.231,34.4742,56.7757,90.9769
179.84,0.745265,2.19135,4.52278,6.89212,17.2888,34.5312,57.0792,91.1855
179.94,0.685124,2.28784,4.50638,6.91632,17.4454,34.5164,57.1995,91.2375
180.04,-0.0918105,1.6742,4.23607,6.70621,17.0243,34.359,56.7511,89.8766
180.14,1.74204,2.13513,4.08283,6.61829,17.1415,34.3013,56.9341,94.2308
180.24,1.24917,2.59058,4.82824,7.35733,18.2716,35.157,59.6092,100.064
180.34,0.831639,2.68121,5.10209,7.83041,18.5118,36.8996,61.9636,102.443
180.44,0.729274,2.4816,5.12591,7.84329,18.7411,37.2902,62.2546,100.659
180.54,0.962427,2.28777,4.98916,7.72408,18.563,36.757,61.1604,97.9827
180.64,0.806215,2.20425,4.75363,7.59369,18.1021,35.9359,59.7018,95.2781
180.74,0.823417,2.22964,4.62902,7.33237,17.8525,35.575,58.7339,93.966
180.84,0.744116,2.16599,4.52631,7.26791,17.6689,35.2422,58.2229,93.2707
180.94,0.750757,2.20895,4.49896,7.19446,17.5724,34.9426,57.7276,92.6406
181.04,0.755828,2.20425,4.53723,7.20968,17.5888,35.0031,57.9616,92.7172
181.14,0.798005,2.21988,4.54425,7.189,17.6458,35.0062,57.9304,92.6078
181.24,0.801543,2.21402,4.58099,7.16751,17.6611,34.9707,57.9557,92.6496
181.34,0.78824,2.21207,4.59699,7.17532,17.6681,34.9281,57.9108,92.6117
181.44,0.819121,2.23044,4.60364,7.1937,17.6583,34.8918,57.9409,92.6164
181.54,0.803866,2.21439,4.60364,7.18546,17.6466,34.8723,57.9003,92.6019
181.64,0.806247,2.22537,4.62281,7.20621,17.6759,34.877,57.8901,92.6457
181.74,0.826506,2.22885,4.65283,7.21164,17.6927,34.8773,57.8885,92.6773
181.84,0.822233,2.21713,4.65051,7.19797,17.64,34.8391,57.8573,92.6461
181.94,0.801546,2.207,4.65521,7.17496,17.6083,34.8484,57.8257,92.6336
182.04,0.785126,2.20426,4.672,7.17532,17.5732,34.8234,57.803,92.6215
182.14,0.777315,2.20895,4.66419,7.17062,17.5372,34.8168,57.8007,92.6262
182.24,0.788668,2.22067,4.67163,7.17496,17.54,34.8164,57.7866,92.6652
182.34,0.796049,2.21829,4.6712,7.19211,17.5462,34.8234,57.7956,92.6761
182.44,0.776522,2.18668,4.66144,7.19681,17.5177,34.7894,57.7636,92.6254
182.54,0.787078,2.17807,4.65716,7.20462,17.5372,34.7902,57.7448,92.6382
182.64,0.796845,2.17575,4.68372,7.19485,17.5275,34.7871,57.7397,92.6215
182.74,0.795261,2.18588,4.68213,7.19601,17.5091,34.8023,57.753,92.5804
182.84,0.804291,2.19528,4.69116,7.21713,17.5185,34.8027,57.7769,92.5773
182.94,0.796844,2.18747,4.67395,7.19955,17.5204,34.8016,57.7788,92.5656
183.04,0.796843,2.1929,4.69153,7.19992,17.5306,34.7925,57.7643,92.5433
183.14,0.80661,2.19724,4.69855,7.20932,17.5353,34.8,57.7596,92.5386
183.24,0.811677,2.19254,4.672,7.21634,17.5306,34.8,57.7573,92.5266
183.34,0.806245,2.19724,4.67358,7.21127,17.5232,34.7902,57.7593,92.5187
183.44,0.81674,2.20267,4.67431,7.23117,17.5356,34.8,57.7549,92.5093
183.54,0.814423,2.20035,4.65912,7.21164,17.5204,34.7824,57.7429,92.473
183.64,0.824188,2.2117,4.66418,7.20932,17.5302,34.7707,57.7397,92.468
183.74,0.824189,2.20737,4.65753,7.20969,17.5306,34.7758,57.7186,92.4519
183.84,0.819488,2.20737,4.672,7.21439,17.5177,34.7687,57.7233,92.4496
183.94,0.804291,2.207,4.66223,7.20932,17.5107,34.7606,57.7183,92.4414
184.04,0.813628,2.2109,4.65912,7.21634,17.513,34.7629,57.7108,92.4289
184.14,0.816375,2.21439,4.65948,7.21634,17.5189,34.766,57.6971,92.4324
184.24,0.801911,2.2023,4.6427,7.20187,17.5107,34.7679,57.6921,92.4222
184.34,0.809358,2.21677,4.65442,7.19955,17.5224,34.7539,57.6839,92.4121
184.44,0.813262,2.22067,4.65131,7.20657,17.5247,34.7609,57.6862,92.4195
184.54,0.808564,2.21597,4.64661,7.20151,17.5224,34.7527,57.6812,92.4141
184.64,0.821442,2.21909,4.64972,7.21164,17.5278,34.7484,57.6913,92.4128
184.74,0.821441,2.22379,4.65131,7.21634,17.5353,34.7484,57.696,92.4172
184.84,0.806245,2.21872,4.64661,7.21127,17.5369,34.7363,57.6792,92.4094
184.94,0.808562,2.2308,4.64191,7.21829,17.5345,34.7355,57.6815,92.4
185.04,0.801912,2.21207,4.62317,7.20969,17.5189,34.7152,57.6659,92.3812
185.14,0.804658,2.22183,4.63294,7.21439,17.5302,34.7054,57.6608,92.3812
185.24,0.814422,2.22653,4.6427,7.21909,17.5255,34.7,57.6558,92.3742
185.34,0.81131,2.21909,4.62982,7.21634,17.5157,34.6926,57.6432,92.3683
185.44,0.805023,2.22183,4.62353,7.21945,17.5157,34.6812,57.6432,92.3687
185.54,0.804658,2.20737,4.61145,7.21127,17.511,34.6691,57.6237,92.3472
185.64,0.806244,2.20505,4.6228,7.21127,17.5056,34.6707,57.6284,92.3516
185.74,0.808565,2.21365,4.62006,7.21323,17.4982,34.668,57.6304,92.3391
185.84,0.821442,2.21439,4.62549,7.22842,17.5013,34.6734,57.626,92.3297
185.94,0.819488,2.21988,4.61652,7.22415,17.5138,34.6691,57.612,92.316
186.04,0.825774,2.23825,4.6228,7.22769,17.5157,34.6711,57.6187,92.3223
186.14,0.837859,2.24216,4.61731,7.22531,17.5224,34.6711,57.6159,92.3297
186.24,0.826508,2.23587,4.6087,7.21164,17.511,34.6613,57.5964,92.3207
186.34,0.825776,2.23355,4.60364,7.21127,17.5146,34.6563,57.5913,92.3078
186.44,0.837859,2.24332,4.61536,7.21829,17.5099,34.6633,57.5983,92.3098
186.54,0.823396,2.23044,4.60248,7.20383,17.5001,34.639,57.5886,92.3004
186.64,0.82614,2.23392,4.60596,7.19681,17.4985,34.6418,57.587,92.2886
186.74,0.826141,2.22964,4.59192,7.19797,17.4845,34.6301,57.5612,92.2719
186.84,0.826142,2.23123,4.58374,7.1976,17.4892,34.6203,57.5562,92.25
186.94,0.82614,2.22885,4.59112,7.20151,17.4931,34.6105,57.5534,92.2543
187.04,0.826142,2.22653,4.58881,7.19174,17.4931,34.6024,57.5483,92.2426
187.14,0.816377,2.22379,4.58447,7.18741,17.4888,34.6078,57.5389,92.2426
187.24,0.830841,2.22379,4.59351,7.19955,17.5009,34.6125,57.5483,92.2426
187.34,0.826507,2.22885,4.58917,7.19681,17.4935,34.5961,57.5487,92.2426
187.44,0.814423,2.22885,4.58917,7.18704,17.4865,34.591,57.5339,92.2277
187.54,0.81601,2.21677,4.57398,7.18198,17.4736,34.5828,57.519,92.2101
187.64,0.818329,2.22067,4.57629,7.17923,17.4689,34.5754,57.5163,92.2007
187.74,0.813628,2.22104,4.58136,7.17923,17.4689,34.5707,57.5065,92.1906
187.84,0.798006,2.21207,4.56574,7.17062,17.4603,34.5598,57.4882,92.1726
187.94,0.814055,2.21677,4.58179,7.17532,17.4697,34.5617,57.4878,92.175
188.04,0.811677,2.21909,4.56964,7.16556,17.4669,34.5519,57.485,92.1527
188.14,0.79489,2.21207,4.56457,7.15579,17.4669,34.5422,57.4636,92.1379
188.24,0.796846,2.2023,4.55481,7.15891,17.4556,34.5355,57.4471,92.1285
188.34,0.796844,2.21677,4.55481,7.1683,17.4646,34.5449,57.4468,92.1215
188.44,0.796845,2.21402,4.55011,7.16245,17.4572,34.5422,57.444,92.1136
188.54,0.796845,2.22067,4.53803,7.15268,17.4474,34.5226,57.4339,92.0969
188.64,0.78708,2.21634,4.54505,7.14835,17.4525,34.516,57.4366,92.0824
188.74,0.801544,2.22537,4.55951,7.15073,17.4587,34.5223,57.4292,92.0922
188.84,0.808564,2.21323,4.55206,7.14798,17.4513,34.5148,57.4312,92.0793
188.94,0.806976,2.21909,4.54504,7.16086,17.4544,34.5132,57.4315,92.0797
189.04,0.804291,2.22183,4.54779,7.15384,17.4474,34.5106,57.4292,92.0723
189.14,0.796843,2.21207,4.55481,7.14407,17.4474,34.4933,57.4167,92.0699
189.24,0.799957,2.2023,4.54346,7.13742,17.4407,34.4867,57.41,92.0562
189.34,0.804657,2.207,4.53607,7.14682,17.4454,34.4816,57.3999,92.0508
189.44,0.804657,2.20425,4.53998,7.14096,17.4357,34.4719,57.3854,92.0484
189.54,0.809356,2.20895,4.53998,7.14096,17.4373,34.4766,57.3901,92.0527
189.64,0.806609,2.21439,4.54034,7.14133,17.4427,34.4738,57.376,92.0504
189.74,0.803863,2.19919,4.53058,7.13156,17.4376,34.4594,57.3589,92.0355
189.84,0.79178,2.18942,4.52826,7.11948,17.4279,34.4473,57.3511,92.014
189.94,0.811674,2.19955,4.53369,7.1265,17.431,34.4621,57.3612,92.0219
190.04,0.806611,2.19956,4.51849,7.11673,17.4357,34.4594,57.3464,92.0043
190.14,0.816375,2.19254,4.52551,7.11673,17.4326,34.4523,57.3417,91.9847
190.24,0.806245,2.19217,4.5138,7.11948,17.4208,34.4453,57.3179,91.9711
190.34,0.821443,2.20267,4.51691,7.12961,17.431,34.4523,57.3182,91.9761
190.44,0.835906,2.20505,4.52319,7.13901,17.4501,34.457,57.3179,91.9641
190.54,0.826142,2.21091,4.52551,7.14133,17.4427,34.4543,57.3151,91.9562
190.64,0.81949,2.20267,4.51886,7.12766,17.429,34.4429,57.3085,91.9468
190.74,0.838653,2.22342,4.53332,7.13705,17.4482,34.4551,57.3081,91.9367
190.84,0.835906,2.21127,4.53333,7.13431,17.4423,34.4523,57.3054,91.9289
190.94,0.821443,2.19919,4.52045,7.13626,17.4279,34.4426,57.2839,91.9066
191.04,0.816009,2.22067,4.51575,7.13785,17.4376,34.457,57.2886,91.9047
191.14,0.821442,2.22104,4.5091,7.12881,17.431,34.4574,57.2889,91.898
191.24,0.82614,2.2308,4.52356,7.1312,17.4357,34.4574,57.2936,91.8976
191.34,0.816376,2.21402,4.51068,7.12375,17.4259,34.4406,57.2741,91.8754
191.44,0.83084,2.22342,4.51575,7.12143,17.4275,34.4422,57.2788,91.8703
191.54,0.826508,2.24057,4.50909,7.13156,17.4185,34.4379,57.2694,91.8707
191.64,0.824188,2.22885,4.51184,7.12454,17.4142,34.4406,57.2479,91.857
191.74,0.81601,2.21677,4.50208,7.11948,17.4091,34.4355,57.2358,91.8469
191.84,0.811675,2.2269,4.50519,7.11984,17.4048,34.4359,57.2264,91.8422
191.94,0.816376,2.22183,4.49701,7.11478,17.4013,34.4261,57.2214,91.8324
192.04,0.821075,2.2316,4.49701,7.11947,17.4013,34.4238,57.2261,91.8304
192.14,0.821441,2.22495,4.50439,7.11984,17.4017,34.4144,57.2167,91.8402
192.24,0.816376,2.21677,4.49231,7.11478,17.4017,34.4094,57.2018,91.8226
192.34,0.816375,2.22653,4.4939,7.12924,17.3962,34.4141,57.2065,91.8176
192.44,0.816376,2.22379,4.49622,7.1265,17.3888,34.4211,57.2038,91.8098
192.54,0.816376,2.2355,4.49152,7.1265,17.3986,34.4211,57.2038,91.8004
192.64,0.817964,2.2355,4.4892,7.11832,17.3935,34.4129,57.1859,91.7883
192.74,0.820281,2.2355,4.4931,7.12064,17.3958,34.4152,57.1796,91.7855
192.84,0.816742,2.23666,4.48956,7.11203,17.3802,34.4066,57.1757,91.7719
192.94,0.819122,2.2363,4.4845,7.12454,17.3865,34.4063,57.1655,91.7687
193.04,0.82614,2.2402,4.4845,7.13315,17.3841,34.4086,57.1725,91.7691
193.14,0.81479,2.22885,4.47785,7.1218,17.3704,34.3949,57.1561,91.7574
193.24,0.809355,2.23355,4.4892,7.1265,17.372,34.3996,57.1608,91.7523
193.34,0.804658,2.22379,4.47473,7.1265,17.3575,34.3867,57.1413,91.7277
193.44,0.804656,2.22849,4.47473,7.1312,17.3673,34.3867,57.146,91.7277
193.54,0.794892,2.23551,4.46497,7.12845,17.3575,34.3937,57.1432,91.7183
193.64,0.79489,2.2355,4.47473,7.12845,17.3575,34.389,57.1432,91.7133
193.74,0.798003,2.22415,4.46338,7.1171,17.356,34.3754,57.1366,91.6918
193.84,0.792938,2.21207,4.46106,7.11478,17.3439,34.3656,57.1187,91.684
193.94,0.789825,2.22183,4.45795,7.11478,17.3439,34.3555,57.114,91.6773
194.04,0.789825,2.22653,4.45795,7.11947,17.3486,34.3555,57.1089,91.6867
194.14,0.794097,2.22067,4.46027,7.11673,17.3427,34.3527,57.0995,91.6672
194.24,0.782014,2.21597,4.44818,7.11166,17.3329,34.3527,57.0991,91.6691
194.34,0.792145,2.21909,4.46808,7.1218,17.3528,34.3558,57.0995,91.6742
194.44,0.793731,2.23355,4.46966,7.1218,17.3575,34.3605,57.0925,91.6664
194.54,0.777314,2.22183,4.45795,7.10776,17.3505,34.3535,57.0854,91.6527
194.64,0.782013,2.22849,4.46497,7.11948,17.3575,34.3574,57.0894,91.6547
194.74,0.784331,2.22379,4.47198,7.1218,17.3575,34.3527,57.078,91.6449
194.84,0.767548,2.22574,4.4552,7.11478,17.3431,34.3332,57.0698,91.6254
194.94,0.764435,2.22574,4.45209,7.11948,17.3329,34.343,57.0554,91.6136
195.04,0.748384,2.21439,4.44074,7.11984,17.3314,34.3316,57.0487,91.5922
195.14,0.746062,2.22183,4.4552,7.12454,17.3361,34.3195,57.0436,91.5941
195.24,0.731598,2.21872,4.44073,7.11984,17.3263,34.3098,57.0339,91.5746
195.34,0.734345,2.21402,4.44348,7.11282,17.3216,34.3164,57.0339,91.5777
195.44,0.735931,2.22849,4.44818,7.11752,17.3193,34.3117,57.0288,91.5773
195.54,0.728486,2.23551,4.44544,7.11478,17.3165,34.3019,57.0261,91.5598
195.64,0.723784,2.2308,4.44543,7.11478,17.3165,34.2988,57.0163,91.557
195.74,0.719878,2.2269,4.43878,7.10812,17.3185,34.2925,57.0096,91.5535
195.84,0.714813,2.21872,4.42902,7.11166,17.3087,34.2805,56.9948,91.5461
195.94,0.724579,2.21402,4.43176,7.10696,17.3087,34.2922,56.9948,91.5433
196.04,0.721466,2.22379,4.43176,7.10696,17.304,34.2758,56.9948,91.5238
196.14,0.707002,2.21402,4.43335,7.11166,17.2919,34.2754,56.98,91.5121
196.24,0.716765,2.22067,4.43567,7.11868,17.299,34.2793,56.987,91.5187
196.34,0.705048,2.21402,4.42902,7.10696,17.2919,34.2629,56.9655,91.5043
196.44,0.697235,2.20932,4.422,7.10696,17.299,34.2629,56.9655,91.4875
196.54,0.678865,2.20737,4.41535,7.10031,17.2923,34.2515,56.9471,91.4812
196.64,0.690216,2.20737,4.42004,7.10501,17.297,34.2461,56.9518,91.4855
196.74,0.685516,2.207,4.41693,7.10501,17.3021,34.2414,56.9421,91.4926
196.84,0.680815,2.2023,4.422,7.10031,17.2853,34.2297,56.9374,91.473
196.94,0.664033,2.1976,4.41223,7.07846,17.2853,34.2152,56.9206,91.4664
197.04,0.654267,2.1824,4.40717,7.08042,17.2802,34.2031,56.9155,91.4609
197.14,0.651154,2.19449,4.41418,7.08273,17.297,34.2101,56.9128,91.4652
197.24,0.65622,2.18979,4.41419,7.09018,17.297,34.2101,56.9128,91.4683
197.34,0.660919,2.19412,4.41888,7.1019,17.3017,34.2148,56.9144,91.468
197.44,0.667939,2.18668,4.41614,7.09915,17.299,34.209,56.8972,91.4582
197.54,0.666351,2.18509,4.41925,7.10226,17.3118,34.2074,56.8905,91.4683
197.64,0.660918,2.19254,4.42901,7.10696,17.3165,34.2074,56.8983,91.4633
197.74,0.656219,2.18277,4.41223,7.0925,17.3021,34.1906,56.8804,91.4437
197.84,0.656219,2.18277,4.42395,7.08548,17.295,34.1906,56.8659,91.4387
197.94,0.651154,2.18436,4.41889,7.08511,17.2997,34.1824,56.8608,91.4308
198.04,0.66989,2.17691,4.4259,7.09915,17.3068,34.1801,56.8581,91.4281
198.14,0.660124,2.16714,4.41614,7.08469,17.297,34.1633,56.8483,91.4214
198.24,0.65152,2.1636,4.4173,7.07883,17.2884,34.1547,56.8397,91.4078
198.34,0.656219,2.16129,4.41888,7.08823,17.29,34.1547,56.8327,91.4074
198.44,0.656219,2.17105,4.41418,7.09525,17.2853,34.1523,56.8327,91.4144
198.54,0.65152,2.17105,4.41418,7.09525,17.2853,34.1449,56.8327,91.4047
198.64,0.649202,2.16989,4.41419,7.09995,17.2802,34.1426,56.8276,91.391
198.74,0.656218,2.16519,4.41418,7.10226,17.297,34.1398,56.83,91.3898
198.84,0.646454,2.16519,4.40442,7.08548,17.2872,34.127,56.8034,91.3785
198.94,0.656219,2.1683,4.40753,7.09329,17.2903,34.1254,56.8034,91.3765
199.04,0.656219,2.1683,4.422,7.10501,17.3048,34.1301,56.8034,91.3715
199.14,0.660919,2.17575,4.4267,7.10971,17.3095,34.1348,56.8034,91.3664
199.24,0.658173,2.16989,4.42395,7.10696,17.3021,34.132,56.7936,91.3539
199.34,0.666351,2.1683,4.43372,7.11008,17.2982,34.1449,56.787,91.3617
199.44,0.654267,2.15854,4.42395,7.11478,17.29,34.1398,56.7788,91.3539
199.54,0.668731,2.16598,4.42865,7.11947,17.29,34.1348,56.7788,91.3441
199.64,0.665986,2.16324,4.4212,7.11673,17.297,34.1418,56.7761,91.3344
199.74,0.665985,2.16483,4.41888,7.12143,17.297,34.1418,56.771,91.3438
199.84,0.656219,2.16714,4.4259,7.12845,17.2872,34.132,56.7682,91.3363
199.94,0.665985,2.16714,4.4259,7.11868,17.2872,34.132,56.7635,91.3265
200.04,0.659333,2.16049,4.42902,7.1218,17.2806,34.1254,56.7499,91.3199
200.14,0.660918,2.17026,4.41925,7.1218,17.2939,34.1301,56.7546,91.3148
200.24,0.65622,2.15347,4.40247,7.10501,17.2794,34.1289,56.7448,91.2953
200.34,0.66092,2.15817,4.41693,7.10971,17.2794,34.1289,56.7448,91.3
200.44,0.667937,2.17026,4.42084,7.1265,17.2892,34.1359,56.7495,91.2972
200.54,0.656221,2.15152,4.40442,7.11478,17.2744,34.1242,56.7448,91.2758
200.64,0.664399,2.15152,4.40753,7.11478,17.2728,34.1273,56.7479,91.2722
200.74,0.678496,2.16129,4.4173,7.11478,17.2775,34.132,56.7429,91.2719
200.84,0.671052,2.15152,4.41223,7.10501,17.2728,34.1223,56.7284,91.2504
200.94,0.665618,2.15152,4.41382,7.11948,17.2704,34.127,56.7261,91.2551
201.04,0.677703,2.15152,4.41614,7.11673,17.2775,34.134,56.7331,91.2621
201.14,0.687468,2.16324,4.41144,7.1265,17.2728,34.134,56.7331,91.2668
201.24,0.677704,2.15036,4.40442,7.11673,17.256,34.1242,56.7233,91.2543
201.34,0.690583,2.14877,4.40442,7.11984,17.2657,34.1273,56.7264,91.2574
201.44,0.695281,2.14877,4.39972,7.12454,17.2657,34.132,56.728,91.2523
201.54,0.695282,2.15152,4.40247,7.12454,17.2657,34.132,56.7233,91.2426
201.64,0.699981,2.15622,4.40717,7.12924,17.2657,34.1367,56.7183,91.2375
201.74,0.697235,2.15347,4.40442,7.1265,17.2657,34.134,56.7155,91.2281
201.84,0.692536,2.16324,4.41418,7.1265,17.2657,34.1293,56.7155,91.2199
