"Time","C1_39.05nM","C2_78.12nM","C3_156.2nM","C4_312.5nM","C5_625nM","C6_1250nM","C7_2500nM","C8_5000nM"
282.74,0.707001,2.02261,4.25403,7.29642,16.6661,33.0129,55.1187,88.6496
282.84,0.697235,2.01285,4.23957,7.28195,16.6564,33.0031,55.1159,88.6351
282.94,0.697235,2.02457,4.23254,7.27493,16.6533,32.9984,55.1159,88.6382
283.04,0.700347,2.02768,4.24231,7.27804,16.6517,32.9945,55.119,88.6461
283.14,0.695282,2.02261,4.23254,7.27298,16.6564,32.9894,55.114,88.6312
283.24,0.695282,2.02261,4.24231,7.27298,16.6564,32.9894,55.1093,88.6312
283.34,0.69528,2.02261,4.24231,7.27298,16.6564,32.9894,55.1022,88.6281
283.44,0.690216,2.02731,4.23254,7.26791,16.6513,32.9844,55.0972,88.6086
283.54,0.692533,2.03433,4.23254,7.2847,16.6583,32.9914,55.1011,88.6187
283.64,0.695282,2.0441,4.23254,7.2847,16.6583,32.9883,55.0847,88.6234
283.74,0.692169,2.0394,4.23254,7.2847,16.6583,32.9738,55.0964,88.6203
283.84,0.677705,2.03238,4.23254,7.28159,16.6681,32.9738,55.0917,88.6156
283.94,0.692169,2.04178,4.23724,7.28159,16.6728,32.9738,55.0894,88.6105
284.04,0.689423,2.05112,4.2392,7.27414,16.67,32.9641,55.0866,88.6078
284.14,0.682768,2.04721,4.24933,7.27023,16.6732,32.9672,55.0897,88.6207
284.24,0.673004,2.04214,4.23956,7.26987,16.6634,32.9621,55.0894,88.6058
284.34,0.665985,2.04214,4.23254,7.27689,16.6661,32.9621,55.0917,88.6011
284.44,0.665985,2.04214,4.23254,7.28665,16.6661,32.9621,55.0847,88.5941
284.54,0.670683,2.05661,4.23724,7.29135,16.6708,32.9715,55.0894,88.5957
284.64,0.664826,2.05386,4.2345,7.28391,16.665,32.9711,55.0866,88.5883
284.74,0.663239,2.06168,4.23761,7.28,16.6634,32.9672,55.0897,88.5914
284.84,0.677705,2.07339,4.24231,7.2847,16.6681,32.9668,55.0944,88.5844
284.94,0.677704,2.07809,4.2439,7.2894,16.6728,32.9738,55.0991,88.5891
285.04,0.677702,2.08511,4.24621,7.29642,16.6798,32.9785,55.1061,88.5863
285.14,0.665989,2.07339,4.2345,7.2847,16.6681,32.9738,55.0944,88.5844
285.24,0.677704,2.08511,4.24622,7.29642,16.6798,32.9855,55.1061,88.5914
285.34,0.661285,2.07339,4.2345,7.2847,16.6681,32.9738,55.0944,88.5726
285.44,0.664032,2.0687,4.2345,7.2847,16.6681,32.9738,55.0827,88.5629
285.54,0.664032,2.07614,4.2345,7.28159,16.6681,32.9738,55.0944,88.5629
285.64,0.667143,2.08627,4.24933,7.28311,16.6712,32.9769,55.0858,88.5562
285.74,0.662079,2.07651,4.23956,7.28275,16.6661,32.9633,55.0776,88.5511
285.84,0.658963,2.06949,4.23254,7.27963,16.6661,32.9797,55.0682,88.5511
285.94,0.644501,2.05972,4.22278,7.26517,16.6564,32.9668,55.0515,88.5414
286.04,0.649199,2.06442,4.22748,7.26987,16.6611,32.9551,55.0679,88.5363
286.14,0.656219,2.08121,4.2345,7.27689,16.6681,32.9738,55.0749,88.5531
286.24,0.65152,2.08121,4.24426,7.26712,16.6681,32.9738,55.0749,88.5433
286.34,0.634733,2.07144,4.2345,7.25735,16.6583,32.9641,55.0651,88.5433
286.44,0.637848,2.06479,4.22473,7.2507,16.647,32.9574,55.0554,88.5269
286.54,0.639433,2.06637,4.22003,7.2554,16.6447,32.9621,55.0554,88.5316
286.64,0.634735,2.06168,4.22278,7.2554,16.6447,32.9574,55.0507,88.5316
286.74,0.634735,2.06168,4.22278,7.2554,16.6415,32.9504,55.0436,88.5285
286.84,0.634735,2.06168,4.23254,7.2507,16.6466,32.9504,55.0436,88.514
286.94,0.634735,2.06168,4.22784,7.24368,16.6419,32.9601,55.0389,88.5238
287.04,0.620273,2.05191,4.21576,7.23392,16.6251,32.9504,55.0222,88.514
287.14,0.613251,2.04214,4.21301,7.22415,16.6154,32.9375,55.0124,88.4945
287.24,0.610138,2.05191,4.21301,7.23392,16.6251,32.9328,55.0124,88.4945
287.34,0.590973,2.05191,4.21301,7.23392,16.6251,32.9426,55.0093,88.4996
287.44,0.593719,2.05191,4.21301,7.23392,16.6251,32.9426,55.0046,88.4828
287.54,0.598418,2.05661,4.21771,7.23392,16.6298,32.9375,55.019,88.4973
287.64,0.605435,2.06363,4.22473,7.23392,16.6368,32.9398,55.0261,88.4945
287.74,0.59256,2.05386,4.21497,7.22415,16.6224,32.9328,55.0116,88.4847
287.84,0.597626,2.05386,4.21497,7.22415,16.6154,32.9281,54.9948,88.4847
287.94,0.597626,2.04916,4.21967,7.22104,16.6251,32.9308,54.9917,88.4894
288.04,0.597626,2.04214,4.22668,7.21634,16.622,32.9308,54.9968,88.4965
288.14,0.597627,2.05386,4.22669,7.21634,16.6173,32.9308,54.9968,88.4867
288.24,0.614044,2.05545,4.23138,7.22104,16.622,32.9355,54.9968,88.4914
288.34,0.616364,2.05777,4.2384,7.22806,16.6388,32.9395,54.9968,88.4984
288.44,0.609344,2.05777,4.24817,7.22806,16.6388,32.9348,54.9968,88.4984
288.54,0.604646,2.05307,4.23877,7.22336,16.6294,32.9301,54.9921,88.4937
288.64,0.602692,2.05582,4.2345,7.2261,16.6251,32.9328,55.0046,88.5015
288.74,0.59256,2.05582,4.2345,7.2261,16.6349,32.9426,55.0046,88.4992
288.84,0.597627,2.05112,4.24426,7.21634,16.6349,32.9426,55.0046,88.5015
288.94,0.602325,2.0488,4.24426,7.22104,16.6365,32.9473,55.0093,88.4992
289.04,0.604644,2.05112,4.23956,7.22336,16.6341,32.9496,55.0116,88.5015
289.14,0.592926,2.0441,4.23254,7.21634,16.6224,32.9523,55.0046,88.4945
289.24,0.582794,2.0441,4.23254,7.21945,16.6154,32.9523,55.0046,88.5043
289.34,0.581207,2.0441,4.23254,7.22104,16.624,32.9523,55.0046,88.5043
289.44,0.582794,2.0441,4.24231,7.2261,16.6193,32.9523,55.0046,88.5043
289.54,0.578094,2.0441,4.24231,7.21634,16.6243,32.9523,55.0046,88.5043
289.64,0.582796,2.0488,4.2439,7.22104,16.622,32.957,55.0093,88.509
289.74,0.589813,2.05582,4.25598,7.22806,16.6388,32.9738,55.0163,88.516
289.84,0.589816,2.05582,4.25598,7.23117,16.6357,32.9738,55.0163,88.516
289.94,0.599579,2.06558,4.26575,7.24564,16.6407,32.9836,55.0261,88.5258
290.04,0.599579,2.06558,4.26105,7.24564,16.6407,32.9836,55.0261,88.5258
290.14,0.604646,2.06558,4.26068,7.2554,16.636,32.9836,55.0163,88.5258
290.24,0.600739,2.06558,4.25909,7.24875,16.6321,32.9867,55.0339,88.5242
290.34,0.605437,2.05582,4.25403,7.25034,16.6368,32.9816,55.0311,88.5121
290.44,0.599213,2.0527,4.25092,7.24252,16.6337,32.9883,55.0257,88.509
290.54,0.589815,2.03159,4.25794,7.23782,16.629,32.9836,55.028,88.509
290.64,0.585114,2.03629,4.25324,7.23782,16.6388,32.9836,55.028,88.5113
290.74,0.590973,2.0394,4.24933,7.24094,16.6419,32.9984,55.0311,88.5074
290.84,0.595672,2.04099,4.25091,7.24564,16.6419,33.0031,55.0261,88.5121
290.94,0.59256,2.03317,4.2431,7.24252,16.6287,32.9953,55.0229,88.509
291.04,0.587861,2.01987,4.24152,7.23624,16.6224,32.9867,55.0214,88.5074
291.14,0.583159,2.02457,4.24621,7.24564,16.6271,32.9914,55.0261,88.5121
291.24,0.582794,2.02145,4.25598,7.24252,16.6193,32.9883,55.0229,88.5059
291.34,0.581209,2.01987,4.25909,7.24094,16.6204,32.9867,55.0245,88.4996
291.44,0.590973,2.02457,4.26068,7.24252,16.622,32.9914,55.0339,88.5043
291.54,0.580841,2.02457,4.25598,7.23782,16.6173,32.9914,55.0308,88.5043
291.64,0.576138,2.02457,4.25598,7.24759,16.6173,32.998,55.0163,88.5043
291.74,0.576141,2.00504,4.24152,7.23782,16.6075,32.9836,55.0065,88.4945
291.84,0.580843,2.0195,4.2392,7.24252,16.6122,32.9883,55.0112,88.4992
291.94,0.594879,2.02963,4.24622,7.24484,16.6193,32.9953,55.0182,88.516
292.04,0.58786,2.03122,4.24622,7.23782,16.6146,33.0051,55.0182,88.5113
292.14,0.58786,2.02652,4.24622,7.23782,16.6173,33.0051,55.0182,88.4945
292.24,0.597626,2.02652,4.24622,7.24759,16.6173,32.9953,55.0182,88.4945
292.34,0.60074,2.02963,4.24933,7.2507,16.6204,32.9937,55.0214,88.4945
292.44,0.602325,2.03433,4.25403,7.2554,16.622,33.0012,55.0261,88.5043
292.54,0.597626,2.03433,4.25403,7.2554,16.6271,33.0012,55.0261,88.5043
292.64,0.597627,2.02457,4.25403,7.2554,16.6224,33.0012,55.0261,88.5043
292.74,0.602325,2.02927,4.25562,7.2601,16.6201,33.0059,55.0339,88.509
292.84,0.609344,2.03629,4.25793,7.28159,16.6388,33.0129,55.0425,88.516
292.94,0.61911,2.03629,4.263,7.2886,16.6271,33.0129,55.0409,88.5062
293.04,0.61911,2.03629,4.25598,7.2886,16.6357,33.0176,55.0456,88.5062
293.14,0.622226,2.0394,4.2544,7.29172,16.6341,33.0277,55.0487,88.5046
293.24,0.641388,2.0488,4.25366,7.29642,16.6318,33.0324,55.0581,88.507
293.34,0.643707,2.05582,4.25909,7.29642,16.6458,33.0324,55.0651,88.514
293.44,0.636688,2.05582,4.26379,7.30112,16.6388,33.0324,55.0698,88.514
293.54,0.641387,2.06051,4.26849,7.31283,16.6435,33.032,55.0815,88.5187
293.64,0.648407,2.06754,4.28217,7.31985,16.6505,33.0461,55.0886,88.5258
293.74,0.645294,2.06754,4.27747,7.31985,16.6505,33.0511,55.0886,88.5258
293.84,0.640592,2.06754,4.27747,7.32962,16.6505,33.0488,55.0886,88.5258
293.94,0.626129,2.05307,4.2677,7.31985,16.636,33.0414,55.0671,88.5258
294.04,0.631988,2.05386,4.27081,7.32297,16.6321,33.0375,55.0702,88.516
294.14,0.636688,2.06558,4.28528,7.32767,16.6368,33.0422,55.0749,88.5258
294.24,0.636688,2.06558,4.28528,7.32767,16.6368,33.0422,55.0749,88.5258
294.34,0.63669,2.06558,4.28528,7.32767,16.6368,33.0324,55.0749,88.5211
294.44,0.641388,2.07028,4.28998,7.33237,16.6384,33.0371,55.0796,88.5187
294.54,0.63199,2.07065,4.28528,7.33743,16.6321,33.0324,55.0749,88.514
294.64,0.634732,2.06363,4.28528,7.33743,16.6368,33.0324,55.0749,88.514
294.74,0.624969,2.05386,4.28528,7.33273,16.624,33.0226,55.0554,88.4945
294.84,0.621854,2.04916,4.28528,7.32571,16.6193,33.0226,55.0651,88.4945
294.94,0.607391,2.03238,4.27551,7.32571,16.6095,33.0129,55.0554,88.4847
295.04,0.610503,2.03549,4.27862,7.32883,16.6126,33.0062,55.0585,88.4847
295.14,0.615204,2.03708,4.27863,7.33353,16.6173,33.0109,55.0632,88.4847
295.24,0.615204,2.03238,4.26184,7.33353,16.6173,33.0207,55.0487,88.4847
295.34,0.615204,2.03238,4.26184,7.33353,16.6056,33.0207,55.0417,88.475
295.44,0.624969,2.0441,4.26184,7.33353,16.6056,33.0109,55.0417,88.4781
295.54,0.615204,2.0441,4.25873,7.33353,16.6056,33.0109,55.0417,88.4828
295.64,0.629668,2.0488,4.26849,7.33511,16.6056,33.0156,55.0433,88.4875
295.74,0.622223,2.04135,4.26575,7.32767,16.6005,33.0129,55.0456,88.475
295.84,0.615205,2.03433,4.26575,7.33939,16.6028,33.0129,55.0456,88.4847
295.94,0.618317,2.03745,4.26886,7.3425,16.5989,33.016,55.0487,88.4781
296.04,0.619902,2.04214,4.27356,7.3472,16.6005,33.0176,55.0534,88.4828
296.14,0.615205,2.04214,4.28333,7.3425,16.5958,33.0129,55.0604,88.4828
296.24,0.619904,2.04684,4.27826,7.34018,16.6036,33.0176,55.0581,88.4875
296.34,0.62692,2.05386,4.28528,7.3472,16.6154,33.0199,55.0651,88.4945
296.44,0.612457,2.0441,4.27551,7.33743,16.6056,33.0031,55.0651,88.475
296.54,0.605438,2.0441,4.27551,7.33432,16.6056,33.0031,55.0651,88.475
296.64,0.605438,2.04099,4.28058,7.32962,16.6056,33.0031,55.062,88.4699
296.74,0.605438,2.03629,4.27356,7.32962,16.6142,33.0031,55.0671,88.4769
296.84,0.598787,2.0394,4.27667,7.33273,16.6009,33.0062,55.0702,88.48
296.94,0.61795,2.0441,4.28137,7.32571,16.6056,33.0109,55.0749,88.4847
297.04,0.624969,2.0441,4.28137,7.32571,16.6173,33.0078,55.0702,88.4847
297.14,0.615207,2.03433,4.27161,7.31595,16.6075,32.9934,55.0534,88.4781
297.24,0.615204,2.05386,4.29114,7.32571,16.6173,32.9914,55.0632,88.4926
297.34,0.61014,2.0488,4.28607,7.33237,16.6122,32.9933,55.0581,88.4875
297.44,0.617157,2.05112,4.29309,7.33939,16.6193,32.9933,55.0651,88.4914
297.54,0.617157,2.0441,4.29309,7.33939,16.6193,32.9933,55.062,88.4898
297.64,0.617156,2.0441,4.30481,7.33939,16.6146,32.9933,55.0573,88.4914
297.74,0.602692,2.0394,4.30011,7.33469,16.6028,32.9886,55.0428,88.4703
297.84,0.595674,2.02927,4.29309,7.32297,16.5958,32.9816,55.0311,88.4633
297.94,0.600372,2.04214,4.30756,7.32535,16.6005,32.9863,55.0288,88.468
298.04,0.607389,2.05075,4.31457,7.33468,16.6075,32.9933,55.0358,88.4781
298.14,0.597626,2.03629,4.3017,7.3179,16.5978,32.9836,55.0358,88.473
298.24,0.597626,2.03629,4.30676,7.3179,16.6044,32.9836,55.0311,88.473
298.34,0.597623,2.03629,4.30676,7.32767,16.5931,32.9789,55.0241,88.473
298.44,0.58316,2.03629,4.2923,7.3132,16.5978,32.959,55.0112,88.4535
298.54,0.585904,2.04135,4.29504,7.31283,16.6075,32.9641,55.0163,88.4633
298.64,0.576141,2.02457,4.29504,7.29837,16.5978,32.9574,54.9968,88.4582
298.74,0.576141,2.02963,4.29504,7.29837,16.5978,32.9621,54.9921,88.4652
298.84,0.576141,2.02261,4.29504,7.29837,16.5978,32.959,54.985,88.4652
298.94,0.566376,2.02261,4.30481,7.2886,16.5978,32.9543,54.985,88.4652
299.04,0.561677,2.02768,4.30518,7.28391,16.5931,32.9496,54.9772,88.4605
299.14,0.559359,2.02225,4.29584,7.27689,16.5908,32.957,54.9702,88.4582
299.24,0.566376,2.02457,4.30286,7.27689,16.5978,32.9641,54.9772,88.475
299.34,0.56167,2.01987,4.29505,7.27219,16.5931,32.9594,54.9581,88.4605
299.44,0.542938,2.0062,4.27161,7.25034,16.5743,32.9504,54.9323,88.4418
299.54,0.542938,1.99918,4.28137,7.2554,16.5743,32.9457,54.9323,88.4418
299.64,0.554653,2.00778,4.29815,7.26712,16.5927,32.9504,54.944,88.4535
299.74,0.542938,1.99136,4.28802,7.2554,16.5763,32.9387,54.9292,88.4418
299.84,0.542938,1.99136,4.28333,7.2554,16.5763,32.9387,54.9245,88.4371
299.94,0.542938,1.99136,4.29309,7.2554,16.5763,32.9484,54.9245,88.4203
300.04,0.547637,1.99606,4.29309,7.26987,16.581,32.95,54.9292,88.425
300.14,0.549952,1.99368,4.28839,7.27219,16.5931,32.9476,54.9151,88.4273
300.24,0.533173,1.96988,4.27161,7.2554,16.5763,32.9406,54.903,88.4105
300.34,0.533174,1.96988,4.26849,7.24564,16.5763,32.9406,54.8983,88.4105
300.44,0.537872,1.97458,4.27826,7.24564,16.5763,32.9551,54.896,88.4055
300.54,0.540188,1.98666,4.29034,7.2507,16.5814,32.9672,54.9081,88.4222
300.64,0.54764,1.97458,4.28803,7.24838,16.5888,32.9648,54.9027,88.4269
300.74,0.554657,1.97849,4.30481,7.2554,16.5958,32.9719,54.905,88.434
300.84,0.554657,1.98666,4.30988,7.24564,16.5958,32.9816,54.905,88.434
300.94,0.554657,1.99136,4.30951,7.24564,16.6056,32.9816,54.905,88.4242
301.04,0.554657,1.99136,4.30481,7.24564,16.6009,32.9816,54.905,88.4242
301.14,0.544893,1.9816,4.29505,7.23587,16.5841,32.9719,54.905,88.4175
301.24,0.549591,1.98318,4.29974,7.24057,16.5888,32.9863,54.9097,88.4269
301.34,0.551908,1.9808,4.29736,7.24289,16.5911,33.0004,54.9073,88.4293
301.44,0.554657,1.9769,4.28333,7.23587,16.5939,32.9933,54.8932,88.4094
301.54,0.554657,1.9816,4.29309,7.23587,16.5939,32.9886,54.8932,88.4047
301.64,0.556243,1.98318,4.29779,7.24057,16.6052,32.9863,54.8979,88.3996
301.74,0.548798,1.9855,4.30011,7.23782,16.5978,32.9836,54.8952,88.4066
301.84,0.561676,1.9808,4.29309,7.23782,16.5978,32.9836,54.8921,88.3969
301.94,0.563263,1.97379,4.29974,7.23782,16.5978,32.9836,54.8874,88.3969
302.04,0.561676,1.98355,4.29504,7.2261,16.5978,32.9836,54.8776,88.3969
302.14,0.55661,1.97379,4.297,7.21634,16.588,32.9738,54.8679,88.3773
302.24,0.55661,1.97379,4.28058,7.21127,16.595,32.9738,54.8561,88.3773
302.34,0.55661,1.97379,4.28217,7.21829,16.588,32.9738,54.8679,88.3773
302.44,0.55661,1.9855,4.27747,7.21829,16.588,32.9738,54.8679,88.3804
302.54,0.56131,1.98239,4.28253,7.21829,16.588,32.9836,54.8679,88.382
302.64,0.563624,1.97299,4.27081,7.21359,16.5802,32.9789,54.8632,88.3726
302.74,0.55661,1.95621,4.26379,7.19681,16.5587,32.959,54.8561,88.3558
302.84,0.55661,1.96127,4.26379,7.19681,16.5587,32.9543,54.8417,88.3558
302.94,0.55661,1.95425,4.26379,7.19681,16.5685,32.9641,54.8347,88.3441
303.04,0.55661,1.95425,4.26379,7.19681,16.5587,32.9641,54.8444,88.3441
303.14,0.551912,1.94449,4.2638,7.19681,16.5587,32.9738,54.8444,88.3441
303.24,0.559357,1.94919,4.26849,7.19174,16.5634,32.9785,54.8589,88.3488
303.34,0.556611,1.95621,4.2724,7.189,16.5607,32.9855,54.8561,88.3492
303.44,0.559727,1.95932,4.27082,7.19211,16.5735,32.9887,54.8593,88.357
303.54,0.574185,1.97378,4.29504,7.20657,16.5833,33.0031,54.8737,88.3715
303.64,0.564427,1.96402,4.28528,7.19681,16.5665,32.9934,54.864,88.3617
303.74,0.588649,1.97848,4.29504,7.21127,16.581,33.0078,54.8851,88.3762
303.84,0.582794,1.97104,4.28528,7.21829,16.5782,33.0004,54.8776,88.3703
303.94,0.578094,1.96402,4.28528,7.20853,16.5782,33.0031,54.8776,88.3656
304.04,0.589813,1.96402,4.28528,7.20853,16.5782,32.9933,54.8776,88.3656
304.14,0.589813,1.97379,4.28528,7.20853,16.5782,33.0031,54.8729,88.3656
304.24,0.585114,1.97379,4.28528,7.20853,16.588,33.0031,54.8659,88.3656
304.34,0.578094,1.97379,4.28528,7.21164,16.588,33.0129,54.8706,88.3656
304.44,0.587857,1.97378,4.29504,7.20657,16.588,33.0129,54.8776,88.3558
304.54,0.578094,1.96402,4.28528,7.19681,16.5751,33.0031,54.8679,88.3558
304.64,0.578095,1.96402,4.28217,7.19681,16.5704,33.0129,54.8679,88.3461
304.74,0.595672,1.96713,4.28058,7.19992,16.5735,33.016,54.871,88.3492
304.84,0.607388,1.97183,4.28528,7.20462,16.5782,33.0207,54.8807,88.3441
304.94,0.592926,1.95895,4.27551,7.19485,16.5685,33.0109,54.864,88.3344
305.04,0.595673,1.95737,4.27551,7.19955,16.5685,33.0062,54.864,88.3246
305.14,0.595673,1.96207,4.27551,7.20657,16.5685,32.9992,54.8687,88.3246
305.24,0.605438,1.96207,4.27551,7.19681,16.5685,32.9992,54.8757,88.3246
305.34,0.605438,1.96207,4.27551,7.19681,16.5782,32.9961,54.8757,88.3246
305.44,0.615204,1.96207,4.27551,7.20657,16.5782,32.9914,54.8757,88.3246
305.54,0.615204,1.96207,4.27551,7.19681,16.5782,32.9914,54.871,88.3179
305.64,0.615202,1.96206,4.27551,7.19681,16.5735,32.9914,54.8687,88.3226
305.74,0.608187,1.95975,4.2685,7.19956,16.5595,32.9941,54.8737,88.3156
305.84,0.623806,1.9808,4.28723,7.2214,16.5782,33.0129,54.8854,88.3343
305.94,0.610504,1.96207,4.27551,7.21439,16.5665,32.9965,54.8737,88.3273
306.04,0.624969,1.96207,4.27551,7.20462,16.5665,32.9894,54.8737,88.3344
306.14,0.621857,1.96207,4.27551,7.20462,16.5665,32.9894,54.8737,88.3344
306.24,0.617157,1.96207,4.27551,7.20462,16.5665,32.9863,54.8737,88.3344
306.34,0.617157,1.96207,4.27551,7.21439,16.5665,32.9816,54.8737,88.3344
306.44,0.617157,1.96207,4.27551,7.21127,16.5665,32.9933,54.864,88.3344
306.54,0.617154,1.97183,4.27551,7.21634,16.5665,32.9933,54.864,88.3246
306.64,0.607391,1.96207,4.27552,7.19681,16.5568,32.9836,54.8511,88.3148
306.74,0.617157,1.96207,4.27551,7.19992,16.5568,32.9836,54.8464,88.3246
306.84,0.617157,1.96207,4.27551,7.20462,16.547,32.9789,54.8464,88.3148
306.94,0.612454,1.96206,4.27551,7.20462,16.5536,32.9719,54.8417,88.3101
307.04,0.595673,1.9523,4.26575,7.19486,16.5392,32.9621,54.8249,88.2933
307.14,0.595673,1.9523,4.25598,7.19485,16.5392,32.9688,54.8249,88.2933
307.24,0.595673,1.9523,4.26575,7.20932,16.5392,32.9641,54.8249,88.2933
307.34,0.607391,1.957,4.26575,7.21634,16.5392,32.9641,54.8249,88.2902
307.44,0.607391,1.96402,4.26575,7.2261,16.5392,32.9594,54.8202,88.2855
307.54,0.60739,1.95932,4.25909,7.2261,16.5392,32.9621,54.8132,88.2886
307.64,0.60269,1.9476,4.25598,7.23117,16.5345,32.9574,54.8085,88.2886
307.74,0.595675,1.94528,4.25403,7.23587,16.5177,32.9504,54.8015,88.2816
307.84,0.595674,1.9523,4.25714,7.23587,16.5177,32.9504,54.7983,88.2785
307.94,0.595672,1.957,4.26654,7.24057,16.5177,32.952,54.7983,88.2785
308.04,0.585907,1.95425,4.26068,7.23782,16.5079,32.9348,54.7956,88.2758
308.14,0.585907,1.95425,4.25598,7.24759,16.5079,32.9398,54.7909,88.2758
308.24,0.585907,1.95425,4.25598,7.24759,16.5126,32.9328,54.7936,88.2758
308.34,0.595674,1.95425,4.25598,7.24759,16.515,32.9328,54.7936,88.2758
308.44,0.585905,1.9476,4.25909,7.246,16.511,32.9359,54.7968,88.2789
308.54,0.585908,1.9523,4.25403,7.23392,16.506,32.9261,54.7917,88.2691
308.64,0.590609,1.957,4.25873,7.24838,16.5107,32.9207,54.7933,88.2617
308.74,0.607389,1.96402,4.26575,7.2554,16.5177,32.923,54.7956,88.2758
308.84,0.602692,1.95932,4.26575,7.2554,16.5177,32.923,54.7956,88.2758
308.94,0.595673,1.9523,4.26575,7.2601,16.5224,32.923,54.7956,88.2613
309.04,0.59567,1.9523,4.26105,7.26242,16.5294,32.9183,54.7858,88.2543
309.14,0.582794,1.9523,4.24427,7.24564,16.5197,32.8918,54.7761,88.2445
309.24,0.578094,1.94919,4.24426,7.2554,16.5247,32.9016,54.7714,88.2445
309.34,0.578094,1.93472,4.24426,7.2554,16.5177,32.8918,54.7643,88.2445
309.44,0.578092,1.94449,4.24896,7.2554,16.5177,32.8984,54.7643,88.2347
309.54,0.56833,1.92496,4.24152,7.25034,16.5079,32.884,54.7546,88.2297
309.64,0.57144,1.93783,4.22784,7.25577,16.511,32.8871,54.7577,88.2281
309.74,0.566377,1.92301,4.23255,7.24838,16.506,32.882,54.7526,88.223
309.84,0.566376,1.9277,4.23724,7.26987,16.5107,32.877,54.7573,88.2277
309.94,0.561671,1.93002,4.23956,7.27218,16.5228,32.8746,54.7499,88.23
310.04,0.544891,1.91324,4.21808,7.25541,16.506,32.8508,54.7331,88.2035
310.14,0.544893,1.91324,4.21106,7.2554,16.506,32.8508,54.7331,88.2035
310.24,0.54959,1.91794,4.22046,7.26987,16.5107,32.8555,54.7347,88.2082
310.34,0.55661,1.92496,4.2345,7.27688,16.5177,32.8625,54.737,88.2152
310.44,0.55661,1.92496,4.2345,7.27689,16.5177,32.8625,54.7323,88.2152
310.54,0.546844,1.93002,4.2345,7.27689,16.5177,32.8594,54.7253,88.2054
310.64,0.546844,1.923,4.24426,7.27689,16.5177,32.8644,54.7253,88.2054
310.74,0.55661,1.923,4.24426,7.27689,16.5228,32.8644,54.7253,88.2054
310.84,0.543728,1.923,4.24426,7.27689,16.5157,32.8644,54.7253,88.2086
310.94,0.527315,1.91129,4.23255,7.26517,16.504,32.848,54.7233,88.1984
311.04,0.532012,1.90622,4.23254,7.27963,16.5087,32.8457,54.728,88.1887
311.14,0.519501,1.91324,4.22748,7.27219,16.4931,32.843,54.7253,88.189
311.24,0.514801,1.91324,4.2298,7.26517,16.4884,32.843,54.7253,88.1937
311.34,0.507782,1.923,4.22278,7.26517,16.4982,32.8398,54.7253,88.1937
311.44,0.507782,1.923,4.22278,7.26205,16.4982,32.8351,54.7222,88.1937
311.54,0.507782,1.923,4.22278,7.25735,16.4982,32.8351,54.7175,88.1937
311.64,0.517548,1.91989,4.21967,7.25735,16.4982,32.8304,54.7175,88.1808
311.74,0.517548,1.91519,4.21497,7.25735,16.4982,32.8234,54.7175,88.1761
311.84,0.517549,1.91519,4.21497,7.25735,16.4935,32.8234,54.7175,88.1793
311.94,0.520659,1.9183,4.21808,7.26047,16.4896,32.8363,54.7206,88.1871
312.04,0.515594,1.92301,4.22473,7.2507,16.4845,32.8265,54.7108,88.1722
312.14,0.515599,1.92301,4.22473,7.24369,16.4943,32.8195,54.7136,88.1691
312.24,0.530055,1.93747,4.23919,7.25814,16.4958,32.834,54.728,88.1789
312.34,0.527313,1.93472,4.23645,7.2554,16.4884,32.8312,54.7253,88.1761
312.44,0.527314,1.93472,4.23175,7.2554,16.4982,32.8281,54.7253,88.1761
312.54,0.530427,1.93783,4.23761,7.25851,16.5013,32.8265,54.7284,88.1793
312.64,0.535126,1.94254,4.22943,7.26321,16.5013,32.8312,54.7233,88.184
312.74,0.532013,1.94254,4.22473,7.26321,16.4943,32.8312,54.7233,88.1742
312.84,0.530423,1.93784,4.22473,7.26321,16.4943,32.8312,54.7233,88.1742
312.94,0.525362,1.93082,4.21497,7.26322,16.4845,32.8312,54.7233,88.1675
313.04,0.520296,1.93551,4.21966,7.25815,16.4892,32.8312,54.7183,88.1769
313.14,0.537079,1.94254,4.22668,7.26517,16.506,32.8312,54.73,88.184
313.24,0.537079,1.94254,4.22668,7.26205,16.4962,32.8281,54.737,88.1742
313.34,0.527313,1.94254,4.23645,7.25735,16.506,32.8234,54.737,88.1742
313.44,0.527313,1.94254,4.23645,7.24759,16.506,32.8234,54.737,88.1742
313.54,0.527313,1.94254,4.23175,7.25735,16.5029,32.8234,54.737,88.1742
313.64,0.527314,1.94254,4.22473,7.24289,16.4982,32.8187,54.7272,88.1742
313.74,0.530425,1.95737,4.22784,7.24368,16.5013,32.8246,54.7401,88.1773
313.84,0.535126,1.96207,4.22278,7.26047,16.506,32.8293,54.7448,88.182
313.94,0.532013,1.96207,4.23254,7.24368,16.5157,32.8293,54.7382,88.182
314.04,0.527313,1.94724,4.22278,7.25345,16.5157,32.8262,54.7429,88.182
314.14,0.527313,1.94254,4.22278,7.24368,16.5157,32.8215,54.7429,88.1867
314.24,0.527313,1.94254,4.22278,7.24368,16.511,32.8215,54.7429,88.1937
314.34,0.527315,1.95425,4.22278,7.25345,16.504,32.8246,54.7429,88.1937
314.44,0.527315,1.95426,4.22748,7.25815,16.5087,32.834,54.7476,88.1984
314.54,0.520293,1.95425,4.2345,7.26517,16.5157,32.8379,54.7546,88.2007
